,0,1,2,3
44,0.14784181,0.84812206,0.00018750738,0.0038486125
45,0.27074233,0.7088394,0.000244575,0.020173633
46,0.16717002,0.8277464,0.00090934127,0.0041741645
47,0.106016204,0.8905024,3.970744e-05,0.0034416697
48,0.30389094,0.22782528,0.0028644379,0.46541932
49,0.123210534,0.37209675,0.040793486,0.4638993
50,0.43055806,0.39666867,0.04163458,0.13113876
51,0.64393026,0.3434889,0.0022488,0.010332042
52,0.67656106,0.30403045,0.005429129,0.01397942
53,0.52949494,0.337877,0.015331704,0.117296375
54,0.8476788,0.084716335,0.0054219496,0.062183004
55,0.62000775,0.3238307,0.014691959,0.04146963
56,0.29204583,0.5965574,0.0009736391,0.110423155
57,0.7438741,0.1824281,0.0084252665,0.065272495
58,0.76117325,0.046197727,0.09380331,0.09882564
59,0.7030354,0.1165835,0.0039164214,0.1764647
60,0.84638166,0.08905206,0.031688016,0.03287824
61,0.7315891,0.1520393,0.0163628,0.100008905
62,0.24995436,0.7384407,0.0016464082,0.009958577
63,0.33499956,0.66187376,0.0019698928,0.0011568811
64,0.20029208,0.7783157,0.020304082,0.0010881339
65,0.21099328,0.5181183,0.0020920988,0.26879627
66,0.3969383,0.5197489,0.010432368,0.07288034
67,0.18909684,0.7293749,0.0001748675,0.081353426
68,0.20340483,0.3621553,0.0032112543,0.4312286
69,0.27200425,0.10376964,0.017429937,0.6067962
70,0.46375734,0.52566355,0.0035035848,0.00707558
71,0.324756,0.3855925,0.00013838489,0.2895131
72,0.6477342,0.24716954,0.012272095,0.09282413
73,0.28171825,0.34414414,0.005764439,0.3683732
74,0.40824163,0.2768448,0.058213845,0.25669962
75,0.25565073,0.36537936,0.008486015,0.3704839
76,0.24556254,0.3843401,0.0007529224,0.36934447
77,0.041109107,0.6418706,0.0027720823,0.31424823
78,0.15828243,0.76747143,0.0007225844,0.0735235
79,0.30136567,0.6602382,0.033798575,0.004597635
80,0.18596435,0.58461565,0.015599238,0.21382077
81,0.23473242,0.6076972,0.0016993299,0.15587118
82,0.14120841,0.7840602,0.0017750144,0.0729564
83,0.27997544,0.5683199,0.0010924012,0.15061225
84,0.09478118,0.6795611,0.0007604944,0.22489718
85,0.11734741,0.13289164,0.00587773,0.74388325
86,0.21592812,0.4663859,0.0025387437,0.3151472
87,0.2854126,0.6015365,0.026022831,0.08702812
88,0.052014362,0.24040997,0.0011038248,0.70647186
89,0.22515704,0.45580095,0.0009775365,0.31806448
90,0.56119454,0.42138913,0.0047631366,0.012653271
91,0.46629947,0.33297476,0.0033774867,0.19734834
92,0.32789472,0.63378054,0.0027224007,0.035602394
93,0.44360253,0.55239916,0.0008646721,0.0031336232
94,0.42741627,0.5711911,0.00036912237,0.0010235491
95,0.5251175,0.47290447,0.00075688306,0.0012210889
96,0.270668,0.67557013,0.00048023768,0.053281665
97,0.67280823,0.25412068,0.026271774,0.046799272
98,0.5581359,0.417946,0.001294625,0.022623435
99,0.45799926,0.44345388,0.0020382802,0.09650858
100,0.19699903,0.66027045,0.0021440932,0.1405865
101,0.41980356,0.43923587,0.0038893437,0.13707131
102,0.37002715,0.27533537,0.092804015,0.2618335
103,0.6440864,0.3187818,0.0030087756,0.03412304
104,0.7077294,0.19352916,0.0034729925,0.09526841
105,0.4744307,0.52109325,0.00078290846,0.0036931525
106,0.84621775,0.14581275,0.006239493,0.0017300012
107,0.59692466,0.39457285,0.0021731546,0.006329306
108,0.5441134,0.43660188,0.0009229198,0.018361779
109,0.21711312,0.7822976,0.00037147015,0.00021785183
110,0.25896388,0.715497,0.0059775286,0.019561559
111,0.5407529,0.44504943,0.012540368,0.0016572889
112,0.6765719,0.17222756,0.00457086,0.14662962
113,0.11466829,0.88320696,0.00016407784,0.0019606801
114,0.28544903,0.699473,0.0031860257,0.011891914
115,0.6206647,0.33328614,0.04562961,0.0004195616
116,0.69600743,0.28366023,0.016740901,0.003591445
117,0.29531333,0.6657209,0.0016594065,0.037306376
118,0.36318853,0.4492491,0.0027803755,0.18478194
119,0.16629785,0.832681,0.00039096278,0.0006301818
120,0.69723934,0.2957072,0.0010895139,0.0059639458
121,0.8681353,0.11653395,0.0013174422,0.01401335
122,0.8764642,0.11179358,0.005732713,0.006009499
123,0.27700755,0.5490456,0.0013715547,0.17257532
124,0.7066287,0.168727,0.0073258504,0.11731853
125,0.75934774,0.18533078,0.003515606,0.0518059
126,0.49659413,0.25896564,0.0791099,0.16533038
127,0.15641263,0.8077391,0.009667242,0.02618108
128,0.22348446,0.4962822,0.030187307,0.25004616
129,0.7276878,0.26609454,0.0035824145,0.002635264
130,0.6986284,0.267285,0.030691464,0.0033951849
131,0.33733013,0.6300072,0.032366868,0.00029572195
132,0.3880992,0.60044724,0.007912042,0.0035415813
133,0.18599755,0.8017758,0.010963517,0.0012631802
134,0.030482564,0.9585817,0.0042699967,0.0066657234
135,0.51904494,0.27483037,0.014805326,0.19131939
136,0.42685816,0.30503586,0.0382161,0.22988994
137,0.6695054,0.17345363,0.004916678,0.1521242
138,0.16071111,0.30876812,0.0058390913,0.5246817
139,0.28665423,0.68723434,0.02284353,0.0032677997
140,0.60956967,0.35755095,0.0013919927,0.031487323
141,0.7016695,0.24550542,0.0027087058,0.05011632
142,0.655954,0.317204,0.0029603802,0.023881648
143,0.45023715,0.45678282,0.029350195,0.06362991
144,0.13167796,0.18095405,0.0079432875,0.67942476
145,0.17093341,0.8275714,0.00076123053,0.00073395536
146,0.7737631,0.11566422,0.01317005,0.097402595
147,0.4717013,0.48327968,0.0045346874,0.040484365
148,0.4012019,0.33445185,0.024107143,0.24023908
149,0.6588544,0.16974412,0.0041518845,0.16724956
150,0.6020847,0.3085637,0.0057358444,0.08361583
151,0.65809464,0.25344852,0.0067461575,0.08171074
152,0.44861135,0.4908464,0.001787676,0.058754534
153,0.2987397,0.6951776,0.0015895868,0.004493132
154,0.6574565,0.32887855,0.0006597374,0.013005167
155,0.6539985,0.33680326,0.0003194709,0.008878797
156,0.056234065,0.9394,0.0031734197,0.0011924977
157,0.19220336,0.7569115,0.00031360902,0.050571557
158,0.23561475,0.7320706,0.000514336,0.031800233
159,0.07896064,0.9132972,8.902504e-05,0.0076531842
160,0.33450106,0.6444983,0.0014661334,0.01953446
161,0.18452705,0.7913929,0.023481175,0.0005988408
162,0.1428058,0.8422366,0.01288749,0.0020701615
163,0.277547,0.7062337,0.0015071591,0.014712212
164,0.42917305,0.47193226,0.0011581498,0.097736545
165,0.1950126,0.7932318,0.011437613,0.0003179879
166,0.36551145,0.61560977,0.015539408,0.0033394557
167,0.06415142,0.9302629,0.004357105,0.0012285496
168,0.25083715,0.71103185,0.02304102,0.015090058
169,0.27068338,0.5852889,0.02876123,0.11526647
170,0.32354456,0.29486194,0.026593363,0.3550001
171,0.26431787,0.44736832,0.0410457,0.24726811
172,0.14079003,0.37945265,0.00619101,0.4735662
173,0.5062699,0.4668857,0.0018676519,0.024976743
174,0.4936672,0.3736166,0.0020570075,0.13065913
175,0.462876,0.48964444,0.0018282058,0.045651384
176,0.34992945,0.61348337,0.035461616,0.0011255048
177,0.5116,0.48717,0.0007315427,0.00049841346
178,0.7194037,0.1665545,0.0031606387,0.110881165
179,0.1580883,0.8080043,0.033745825,0.0001616749
180,0.18562028,0.77123433,0.041338187,0.0018071487
181,0.045393,0.947395,0.002163105,0.0050489195
182,0.050538883,0.56608856,0.03381362,0.34955892
183,0.07956497,0.85807097,0.016718756,0.04564526
184,0.3608493,0.63754153,0.00039500132,0.0012142144
185,0.63623196,0.33627453,0.027191795,0.00030169208
186,0.3159382,0.6741142,0.003665831,0.0062817815
187,0.7076902,0.28793982,0.0031060437,0.0012638826
188,0.6289693,0.3581995,0.0032150368,0.009616234
189,0.30678952,0.6701485,0.0022337036,0.020828301
190,0.538603,0.4296024,0.0021741425,0.029620396
191,0.5994672,0.39670756,0.0026952894,0.0011299574
192,0.13736168,0.8609162,0.0002894528,0.001432721
193,0.65346855,0.33484244,0.0016306617,0.0100583425
194,0.7425213,0.22299147,0.0015539279,0.032933418
195,0.41775846,0.53787076,0.0012519246,0.0431189
196,0.26047495,0.71642154,0.004980386,0.018123087
197,0.29141814,0.5461462,0.0016443243,0.16079137
198,0.66498846,0.28595364,0.0030531425,0.046004772
199,0.87232876,0.009930506,0.11064879,0.007091959
200,0.62813765,0.3447426,0.0030170176,0.024102766
201,0.1854713,0.21735233,0.5720409,0.025135547
202,0.9473836,0.012695734,0.028103134,0.011817638
203,0.96655947,0.002202083,0.030314744,0.00092367805
204,0.72972685,0.20573694,0.046078343,0.01845788
205,0.95316315,0.002576282,0.039552882,0.0047077304
206,0.8958466,0.06608011,0.032504443,0.0055688918
207,0.9158816,0.043808255,0.013253141,0.027057016
208,0.81676954,0.17673087,0.0016799931,0.004819648
209,0.9329936,0.05624249,0.003736741,0.007027174
210,0.802972,0.18013012,0.0021601592,0.014737665
211,0.5995766,0.23620735,0.02114315,0.14307296
212,0.87778145,0.091389276,0.006043228,0.024786048
213,0.9043089,0.07383317,0.007101492,0.014756433
214,0.8980401,0.08721018,0.008757181,0.005992543
215,0.90082127,0.091039084,0.0003573386,0.0077823084
216,0.82209605,0.1176622,0.0018569592,0.058384888
217,0.93774825,0.046629123,0.003913059,0.011709574
218,0.7783086,0.04374821,0.13646963,0.041473698
219,0.43126565,0.28137338,0.0011135838,0.2862474
220,0.732151,0.07749993,0.002610999,0.18773821
221,0.786499,0.02981138,0.009600182,0.17408943
222,0.22204809,0.7189922,0.0016128052,0.057346977
223,0.32367632,0.31385374,0.0034189727,0.35905096
224,0.87358755,0.08781901,0.031089101,0.0075043975
225,0.9244175,0.053486295,0.017268423,0.0048278635
226,0.9785467,0.0085000135,0.008603514,0.004349766
227,0.49201745,0.39150208,0.004004507,0.11247608
228,0.94072074,0.013599014,0.0284631,0.01721713
229,0.36442086,0.40797123,0.0020885575,0.22551934
230,0.92331034,0.07477127,0.0007975666,0.0011208152
231,0.81313705,0.16439673,0.009827977,0.012638317
232,0.2907941,0.7026939,0.0004226267,0.006089436
233,0.31140777,0.67515177,0.0004599331,0.01298054
234,0.4692969,0.43145594,0.02761412,0.07163307
235,0.10440329,0.89059305,0.00020845543,0.004795232
236,0.2625981,0.7333335,0.00026227778,0.003806081
237,0.9750577,0.016156998,0.0036274614,0.0051577617
238,0.87180376,0.1241358,0.0014720403,0.002588409
239,0.85375756,0.13503489,0.010381418,0.000826165
240,0.8445394,0.08628918,0.0041502817,0.06502106
241,0.84545195,0.122088,0.0042893784,0.028170742
242,0.6521897,0.32198724,0.0031848236,0.022638245
243,0.72284955,0.11867954,0.0024937203,0.15597731
244,0.74520504,0.13884489,0.0017190698,0.11423102
245,0.46553352,0.52197737,0.0025114298,0.009977665
246,0.9509977,0.019431861,0.006055309,0.023515116
247,0.89362663,0.05002207,0.027978102,0.028373163
248,0.88533956,0.01504252,0.057175614,0.04244239
249,0.8049021,0.16628167,0.0026116432,0.026204593
250,0.82625717,0.14985086,0.00089798524,0.022993986
251,0.5552021,0.41894993,0.0013639694,0.024484007
252,0.9812696,0.010857842,0.0020645582,0.0058079916
253,0.9004185,0.035066042,0.01945188,0.045063555
254,0.7313726,0.21805938,0.0033580854,0.047209963
255,0.7586037,0.23363706,0.0060310666,0.001728171
256,0.7894344,0.18909352,0.0044095907,0.01706251
257,0.94848317,0.023918182,0.006192196,0.021406543
258,0.87479913,0.04369953,0.05539732,0.026104007
259,0.90278834,0.025629895,0.070558496,0.0010232278
260,0.9560683,0.021707475,0.009680191,0.012544062
261,0.96216315,0.032452572,0.0041266056,0.0012577181
262,0.11897955,0.75221324,0.008739301,0.12006793
263,0.44506857,0.45467532,0.0025055495,0.09775052
264,0.27372265,0.702519,0.00040185833,0.023356596
265,0.13080956,0.8650317,0.0014283754,0.0027303053
266,0.07572727,0.91827184,5.6878514e-05,0.0059439526
267,0.5708353,0.4199787,0.0012977396,0.007888303
268,0.6994249,0.2561506,0.031104024,0.013320425
269,0.67175895,0.31136605,0.0003220928,0.016552929
270,0.5867735,0.3647195,0.03377592,0.01473112
271,0.87403286,0.12360118,0.0013375201,0.0010284475
272,0.948721,0.047835547,0.0005197102,0.0029237503
273,0.863166,0.09704593,0.00073458155,0.039053462
274,0.8645827,0.05377547,0.011138467,0.070503324
275,0.80380696,0.07599118,0.008009683,0.11219221
276,0.688692,0.19710375,0.008204284,0.106
277,0.59601176,0.054564584,0.024024732,0.32539886
278,0.64912975,0.34528005,0.005047813,0.0005424579
279,0.60762715,0.08014487,0.0046375766,0.3075904
280,0.71004874,0.14645019,0.0019465727,0.1415545
281,0.56437355,0.20034924,0.019859487,0.21541774
282,0.5556934,0.20823938,0.05981156,0.17625563
283,0.8948485,0.067771934,0.010180585,0.02719898
284,0.82176566,0.17434865,0.00068827573,0.0031974188
285,0.6564166,0.3395402,4.59141e-05,0.003997257
286,0.90633774,0.08910583,0.0042635547,0.00029285997
287,0.56520283,0.42774498,0.005277074,0.0017751125
288,0.6533183,0.34180242,0.0007070778,0.0041721947
289,0.91794235,0.070299625,0.008366281,0.0033918032
290,0.7156721,0.27925038,0.0025500082,0.0025275098
291,0.6253408,0.3599621,0.0016761061,0.013021055
292,0.59692895,0.39443272,0.00047572696,0.008162604
293,0.3697456,0.611265,0.004840607,0.014148816
294,0.87247896,0.11342303,0.003574621,0.010523377
295,0.029455163,0.18604198,0.00031679613,0.78418607
296,0.0101592215,0.33645514,0.12997724,0.5234085
297,0.6674374,0.29795375,0.017420597,0.017188285
298,0.33452234,0.51073736,0.02680006,0.12794022
299,0.42763892,0.42670825,0.064739324,0.08091347
300,0.77224344,0.18842344,0.033756353,0.0055768485
301,0.20472206,0.71550083,0.0049657687,0.07481138
302,0.2524888,0.6853571,0.006451684,0.055702426
303,0.07469907,0.33709967,0.0054462953,0.5827549
304,0.3130706,0.30532256,0.04861839,0.3329884
305,0.832652,0.086626515,0.0053072954,0.07541413
306,0.7547579,0.17806108,0.0023566463,0.064824395
307,0.9478848,0.040072937,0.0043021636,0.007740151
308,0.5234156,0.4113959,0.00393401,0.061254453
309,0.45652327,0.47165877,0.0012920633,0.07052582
310,0.6671235,0.27860874,0.0017303807,0.052537367
311,0.22286473,0.772544,0.0038238156,0.0007674656
312,0.50418514,0.23953688,0.0019244284,0.25435352
313,0.47348443,0.21402013,0.003479344,0.30901617
314,0.3570908,0.14633125,0.0029255406,0.4936523
315,0.76110244,0.15588416,0.0030784383,0.07993502
316,0.33164465,0.39069656,0.00029961625,0.27735925
317,0.704445,0.21921013,0.0048904954,0.07145431
318,0.71827966,0.23063917,0.0012766425,0.049804457
319,0.8021054,0.17454234,0.0005428856,0.022809338
320,0.91834843,0.06298828,0.0061458037,0.01251744
321,0.9052302,0.05093625,0.008042835,0.03579064
322,0.46250626,0.53072363,0.0019048676,0.0048652543
323,0.9796103,0.015606651,0.0021985713,0.002584471
324,0.95077336,0.04735428,0.0002685645,0.0016037141
325,0.41807646,0.4664699,0.0019366491,0.11351698
326,0.89046466,0.059462644,0.002933205,0.047139496
327,0.8771417,0.067436874,0.0026254416,0.052796002
328,0.80089974,0.076158516,0.0021247063,0.12081703
329,0.94264126,0.04716304,0.0032819163,0.0069138063
330,0.98403776,0.010676129,0.0044493754,0.0008366765
331,0.85897815,0.07781377,0.015004951,0.04820315
332,0.5219924,0.43223965,0.042160466,0.0036074864
333,0.13767397,0.733948,0.004191256,0.124186724
334,0.24410899,0.7514492,0.001032274,0.0034094926
335,0.2147534,0.6514211,0.07527937,0.058546104
336,0.9567522,0.036419947,0.0050015403,0.0018263644
337,0.7405176,0.22681428,0.0013274393,0.03134066
338,0.9349693,0.054485574,0.0043805586,0.00616463
339,0.68139285,0.2904073,0.004618229,0.023581622
340,0.89418817,0.07469715,0.010166385,0.020948363
341,0.9245158,0.061636,0.001979469,0.011868765
342,0.14455003,0.8548873,4.6868798e-05,0.0005157764
343,0.17008346,0.51726365,6.383546e-05,0.31258908
344,0.6629439,0.13846996,0.0027536273,0.19583254
345,0.21121944,0.7718867,0.006178589,0.0107151335
346,0.31497362,0.37312406,0.0065319836,0.30537033
347,0.75572485,0.0794823,0.0033664731,0.16142635
348,0.79559374,0.13771075,0.0029649856,0.06373064
349,0.66214335,0.26724407,0.00090957707,0.06970306
350,0.8041796,0.16456175,0.0010282813,0.030230334
351,0.10075171,0.8930901,8.3264276e-05,0.006074903
352,0.3002373,0.4279567,0.0008173774,0.27098858
353,0.8720025,0.109212995,0.011420465,0.00736412
354,0.90137815,0.07622113,0.0043111136,0.018089605
355,0.8750217,0.11555018,0.0022460297,0.007182091
356,0.13321795,0.84719014,0.010878972,0.008712963
357,0.4938062,0.47514707,0.013263001,0.017783692
358,0.7853528,0.18889779,0.0032544783,0.02249499
359,0.23690377,0.7463152,0.0013629036,0.0154182045
360,0.25413737,0.7272816,0.0007646551,0.017816436
361,0.18438435,0.6309498,0.0007099705,0.18395591
362,0.44706187,0.54448587,0.0016283839,0.006823823
363,0.27755496,0.7162132,0.0013870721,0.0048447913
364,0.29343247,0.6904326,0.0016265053,0.014508321
365,0.025505139,0.9095929,0.063727,0.0011749904
366,0.016727824,0.72758776,0.23495737,0.020726996
367,0.8691689,0.10351393,0.0050764936,0.022240596
368,0.005636593,0.04103134,0.07781815,0.8755139
369,0.2862162,0.19057786,0.02847853,0.49472743
370,0.8085218,0.11267695,0.005377204,0.07342402
371,0.3427321,0.37521955,0.002827286,0.279221
372,0.19714676,0.751427,0.03882314,0.012603057
373,0.1770266,0.7321208,0.00090697204,0.089945644
374,0.18718909,0.564437,0.00054990454,0.24782407
375,0.08531138,0.5048163,0.003883059,0.40598923
376,0.0030921062,0.07749513,0.0004912037,0.9189216
377,0.06360545,0.37659854,0.0019792875,0.5578167
378,0.16081437,0.25593844,0.097859755,0.48538747
379,0.55448294,0.3175564,0.0010475203,0.12691306
380,0.14249745,0.85134596,0.00016726794,0.0059892894
381,0.108682856,0.8898923,6.187131e-05,0.0013629771
382,0.44025436,0.5446681,0.0026580365,0.01241952
383,0.55413073,0.437236,0.00080214423,0.007831113
384,0.29437914,0.60496545,0.0013493879,0.09930599
385,0.13883461,0.84180087,0.00043029414,0.01893418
386,0.2654175,0.67348164,0.02748485,0.03361603
387,0.59746075,0.3995837,0.00048506574,0.0024704675
388,0.561543,0.43447554,0.0027587404,0.0012227473
389,0.3745797,0.5888497,0.027043309,0.00952735
390,0.40706056,0.34800032,0.0022676,0.24267158
391,0.2503057,0.7427353,0.0065309983,0.0004280038
392,0.11463009,0.58803874,0.008960818,0.28837034
393,0.048771553,0.947078,0.0018494636,0.0023010569
394,0.1084365,0.57830304,0.0023151496,0.31094524
395,0.14244513,0.14777346,0.0037143745,0.7060671
396,0.036944214,0.11661532,0.0038668134,0.8425737
397,0.018317679,0.1048003,0.00040132756,0.87648064
398,0.28364694,0.6857792,0.0038295295,0.02674429
399,0.33556807,0.62817705,0.0009628116,0.035292044
400,0.6319402,0.31814647,0.0038164805,0.046096906
401,0.38626987,0.61057043,0.00028658984,0.0028730724
402,0.2752791,0.7221086,0.0020457634,0.00056650495
403,0.35598055,0.6301841,0.0075223465,0.0063129263
404,0.27782273,0.71340746,0.008709397,6.0389935e-05
405,0.094144136,0.78037107,0.11584868,0.009636043
406,0.3509275,0.5909642,0.0037388753,0.054369364
407,0.0585495,0.9337672,0.004865164,0.0028180806
408,0.2627447,0.7321369,0.0021614316,0.0029569326
409,0.62992465,0.34313527,0.014407909,0.012532207
410,0.19459014,0.73921293,0.0022252633,0.06397173
411,0.5185392,0.46563208,0.0007483877,0.01508028
412,0.17384537,0.815517,0.0072403583,0.0033972648
413,0.16260457,0.812015,0.0016744918,0.023705866
414,0.10149037,0.79886013,0.07604746,0.023602046
415,0.34424213,0.37151858,0.01056275,0.27367657
416,0.81341064,0.09653331,0.0028954076,0.08716061
417,0.48686862,0.20602366,0.019981738,0.28712595
418,0.9323165,0.048360467,0.002368975,0.016954102
419,0.9467794,0.034256443,0.003118668,0.015845504
420,0.94122887,0.044827398,0.0009922712,0.012951342
421,0.39334098,0.02620096,0.5673291,0.013128971
422,0.6231644,0.35182333,0.002489296,0.022523021
423,0.98100567,0.0106240455,0.005230598,0.003139613
424,0.9748423,0.01631703,0.006957143,0.0018833929
425,0.4147491,0.5621188,0.0006610577,0.022471042
426,0.11677022,0.38065153,0.0025065192,0.5000717
427,0.2754472,0.5226944,0.008484119,0.19337426
428,0.13583949,0.6175093,0.044121057,0.20253025
429,0.19138815,0.64984494,0.0009650768,0.15780182
430,0.02084137,0.97744536,7.5570526e-05,0.0016377091
431,0.15552768,0.81036663,0.000115269046,0.033990465
432,0.10948065,0.88911575,7.2142786e-05,0.001331466
433,0.58118284,0.41351047,0.004381926,0.0009248623
434,0.40941077,0.24599692,0.0056296047,0.33896264
435,0.5111369,0.46277443,0.0033404755,0.022748228
436,0.13817056,0.85525286,0.0014181231,0.0051585967
437,0.19945386,0.7107257,0.002225883,0.08759459
438,0.11988631,0.8526407,0.0037993856,0.023673601
439,0.092609115,0.90524113,0.0009873356,0.0011624101
440,0.41201836,0.58445686,0.0029484583,0.0005762614
441,0.02237165,0.977441,0.00012230696,6.505785e-05
442,0.7439907,0.19673383,0.0043031415,0.05497224
443,0.36110115,0.30954468,0.14127532,0.18807895
444,0.034153644,0.59033686,0.009808139,0.36570132
445,0.32490972,0.5690913,0.0015964432,0.10440257
446,0.21588808,0.78129494,0.00015415649,0.0026628587
447,0.5191963,0.47771463,0.0001899889,0.0028991448
448,0.6816783,0.31523383,0.0007131731,0.0023747038
449,0.37570208,0.6231922,0.0010192094,8.656894e-05
450,0.5779515,0.0611456,0.002221131,0.35868186
451,0.80966514,0.046941426,0.0055061006,0.13788731
452,0.77971435,0.17299607,0.0014606237,0.04582893
453,0.52578384,0.43531352,0.0023595635,0.036543004
454,0.12424652,0.37291348,0.0021572094,0.50068283
455,0.22260499,0.63007414,0.00062996056,0.14669096
456,0.5789628,0.41094664,0.00027270537,0.009817908
457,0.5846917,0.078774855,0.021426722,0.31510672
458,0.87267965,0.06683669,0.011289657,0.049193863
459,0.79041463,0.045721527,0.07063601,0.093227886
460,0.77080595,0.16552466,0.0016401564,0.062029243
461,0.8693725,0.04454086,0.0123955645,0.07369123
462,0.87571454,0.060533542,0.008690032,0.055061977
463,0.9402101,0.029919134,0.008167058,0.021703748
464,0.8476905,0.080349006,0.03139626,0.040564246
465,0.5583889,0.1770179,0.022823244,0.24177003
466,0.9665141,0.011281249,0.002949273,0.019255323
467,0.42868143,0.46365795,0.0015762218,0.10608445
468,0.9500575,0.017472265,0.02885371,0.003616498
469,0.8405456,0.13893479,0.0012809585,0.019238692
470,0.07942148,0.1893972,0.0037053798,0.72747594
471,0.36493152,0.080284745,0.012217076,0.54256666
472,0.93909115,0.040507518,0.0051747113,0.015226709
473,0.9521847,0.03850551,0.0016885643,0.007621284
474,0.94877464,0.03761845,0.000746783,0.012860096
475,0.91452795,0.06778341,0.0019220454,0.015766596
476,0.9003249,0.05037293,0.01041396,0.03888821
477,0.27893415,0.5631251,0.006166114,0.15177469
478,0.65233797,0.328015,0.005522267,0.014124902
479,0.27260748,0.49195403,0.0049108025,0.23052779
480,0.6359004,0.11653046,0.032588787,0.21498032
481,0.16924722,0.69177777,0.005573676,0.13340132
482,0.79421645,0.13848162,0.0068387715,0.060463198
483,0.12622283,0.18292394,0.0050319657,0.6858213
484,0.34334165,0.6487105,0.0004286048,0.0075193583
485,0.63789403,0.35663137,0.0003646272,0.0051099844
486,0.8632884,0.101854965,0.031935237,0.0029213303
487,0.87385327,0.03733279,0.08147657,0.0073374673
488,0.79119116,0.018148314,0.18776675,0.0028937117
489,0.98132056,0.0071818633,0.009327711,0.0021698014
490,0.5223333,0.011893141,0.46165413,0.0041194153
491,0.9722483,0.018212182,0.008789803,0.000749604
492,0.4590878,0.5389072,0.00014126957,0.0018638151
493,0.49070996,0.5039641,0.0023932916,0.002932683
494,0.7220792,0.2702919,0.002358818,0.0052700727
495,0.03889027,0.5590298,0.0059227585,0.39615715
496,0.085626565,0.85299796,0.0012485284,0.060126983
497,0.036998894,0.8774834,0.0057935477,0.0797242
498,0.058627155,0.5472099,0.019246025,0.37491694
499,0.9069192,0.054585237,0.008720883,0.029774731
500,0.5462253,0.2905213,0.02405984,0.13919355
501,0.036025926,0.49216512,0.011669751,0.4601392
502,0.06956595,0.8783722,0.0039641014,0.048097715
503,0.14235221,0.81858116,0.005772767,0.033293813
504,0.12224877,0.86517406,0.0026517557,0.009925519
505,0.01978153,0.9786476,0.0015437071,2.7205517e-05
506,0.07254377,0.92680854,5.804544e-05,0.0005896518
507,0.8839011,0.09438495,0.004754235,0.016959712
508,0.637797,0.21256474,0.0027100411,0.14692818
509,0.1696294,0.8103254,0.009335134,0.0107101565
510,0.87969905,0.056424066,0.035296623,0.028580325
511,0.04925565,0.34972614,0.1386869,0.46233127
512,0.78624344,0.09380131,0.004764232,0.11519106
513,0.8306114,0.03895228,0.0032850406,0.12715131
514,0.88493353,0.08931313,0.0056056418,0.02014761
515,0.9170336,0.04362463,0.024563603,0.014778183
516,0.7362429,0.23630424,0.0005219596,0.02693094
517,0.45804167,0.020183029,0.51584274,0.0059325076
518,0.318487,0.21053973,0.0104468055,0.4605265
519,0.79213166,0.041008376,0.09294149,0.07391845
520,0.8883951,0.015047688,0.08495804,0.011599259
521,0.79474574,0.10364645,0.0055588433,0.09604898
